mavpackettype,TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
IMU,53353556,0.04189138859510422,0.03628598153591156,-0.049202024936676025,-1.0650558471679688,1.904472827911377,-8.362464904785156,0,0,55.34593963623047,1,1,998,998
IMU,53393609,-0.02430436573922634,-0.010576622560620308,0.001558531541377306,-0.356360524892807,0.5087482333183289,-9.531380653381348,0,0,55.347206115722656,1,1,998,998
IMU,53434443,-0.021349497139453888,0.017105260863900185,0.05546652898192406,-0.8279751539230347,-1.3819223642349243,-10.751480102539062,0,0,55.34846496582031,1,1,998,998
IMU,53474774,-0.012584398500621319,0.01060529239475727,0.00289590610191226,0.03304775059223175,-0.8737915754318237,-10.382892608642578,0,0,55.3499641418457,1,1,998,998
IMU,53514667,0.004207250662147999,0.005819973535835743,0.050412461161613464,-0.39816421270370483,0.3910520076751709,-8.834563255310059,0,0,55.35127639770508,1,1,998,998
IMU,53555300,0.00011764181545004249,-0.03748168796300888,-0.05822990834712982,-0.14517074823379517,0.4452863335609436,-9.416768074035645,0,0,55.354427337646484,1,1,998,998
IMU,53595341,0.0016969968564808369,-0.0006736409850418568,-0.004642827901989222,-0.577387273311615,-1.360734462738037,-10.731925010681152,0,0,55.35714340209961,1,1,998,998
IMU,53636154,-0.0171588733792305,0.0027580680325627327,-0.0013039662735536695,0.3767816722393036,-0.4837269186973572,-10.590452194213867,0,0,55.35945510864258,1,1,998,998
IMU,53675850,-0.012630784884095192,0.015270443633198738,0.11282439529895782,-0.6991848945617676,-0.17236894369125366,-9.7190580368042,0,0,55.361236572265625,1,1,998,998
IMU,53715810,-0.06922940164804459,0.03149734437465668,-0.06337890774011612,0.770196259021759,-0.05492492765188217,-9.824522018432617,0,0,55.36223602294922,1,1,998,998
IMU,53756160,0.024291861802339554,-0.05499541759490967,-0.03773777559399605,0.3796742558479309,0.0328579917550087,-9.98130989074707,0,0,55.36248779296875,1,1,998,998
IMU,53796118,-0.024463392794132233,0.036451321095228195,0.10678942501544952,-0.32481107115745544,0.07987849414348602,-9.260395050048828,0,0,55.3626823425293,1,1,998,998
IMU,53836738,-0.0273518618196249,0.051880404353141785,-0.14168235659599304,-0.33860301971435547,0.12302698194980621,-9.399911880493164,0,0,55.362911224365234,1,1,998,998
IMU,53876716,-0.005577567033469677,-0.03089757449924946,0.08058466017246246,-0.21377268433570862,-0.2186400592327118,-9.674137115478516,0,0,55.365177154541016,1,1,998,998
IMU,53916681,-0.006871587596833706,-0.012712708674371243,-0.05830902233719826,-0.024011677131056786,-0.055473942309617996,-9.346810340881348,0,0,55.3674430847168,1,1,998,998
IMU,53957372,-0.0008086911402642727,0.019269432872533798,0.08952680230140686,-0.1969783455133438,-0.16142262518405914,-9.846582412719727,0,0,55.36885070800781,1,1,998,998
IMU,53997235,-0.0235263891518116,-0.027329634875059128,-0.048704925924539566,0.15452802181243896,0.14354968070983887,-9.627278327941895,0,0,55.36822509765625,1,1,998,998
IMU,54037711,-0.025070443749427795,0.026144448667764664,0.056020379066467285,-0.2983834743499756,-0.39530909061431885,-10.171743392944336,0,0,55.367828369140625,1,1,998,998
IMU,54078437,0.06322523951530457,-0.059810686856508255,0.1287676990032196,-0.20629242062568665,0.29866963624954224,-9.465692520141602,0,0,55.36777877807617,1,1,998,998
IMU,54118434,-0.01155906543135643,4.853447899222374e-05,0.046682003885507584,-0.3527359366416931,-1.045642375946045,-10.422897338867188,0,0,55.36628341674805,1,1,998,998
IMU,54159125,-0.22305503487586975,0.1719384491443634,-0.16152465343475342,-0.48296719789505005,0.6557993292808533,-10.051807403564453,0,0,55.365169525146484,1,1,998,998
IMU,54198852,0.06399815529584885,0.07412140816450119,-0.01308416947722435,0.02410479076206684,-0.49778175354003906,-10.300695419311523,0,0,55.365875244140625,1,1,998,998
IMU,54239728,-0.3064681887626648,0.18390735983848572,-0.11149773746728897,-0.18566462397575378,-0.2471582293510437,-10.857608795166016,0,0,55.366371154785156,1,1,998,998
IMU,54279789,-0.06365001201629639,0.10208546370267868,-0.10473205149173737,-0.09230510145425797,0.2941996455192566,-11.133543014526367,0,0,55.368900299072266,1,1,998,998
IMU,54319665,-0.02171943336725235,0.0952293798327446,-0.0015128256054595113,0.1744242012500763,-0.10646119713783264,-11.012911796569824,0,0,55.37165069580078,1,1,998,998
IMU,54360591,0.08960261195898056,-0.044296614825725555,-0.030044754967093468,-0.15332336723804474,-0.068637415766716,-10.82432746887207,0,0,55.37422561645508,1,1,998,998
IMU,54400544,-0.007705495692789555,-0.05049774795770645,-0.025461634621024132,-0.11157795786857605,-0.03943188488483429,-10.982685089111328,0,0,55.375518798828125,1,1,998,998
IMU,54441379,-0.012449300847947598,0.035407841205596924,-0.04755197837948799,-0.2528616189956665,0.019171036779880524,-11.183745384216309,0,0,55.375492095947266,1,1,998,998
IMU,54480558,0.017808370292186737,-0.007856164127588272,-0.05133913457393646,-0.18816226720809937,0.0036297698970884085,-11.314909934997559,0,0,55.376155853271484,1,1,998,998
IMU,54520647,-0.007498372346162796,-0.01957324519753456,-0.030201606452465057,-0.17657512426376343,0.10287822782993317,-11.123234748840332,0,0,55.377906799316406,1,1,998,998
IMU,54561172,0.04567788541316986,-0.14960044622421265,-0.015994681045413017,-0.09191513806581497,-0.07891950756311417,-10.799466133117676,0,0,55.38028335571289,1,1,998,998
IMU,54601193,0.05642741546034813,-0.1481374353170395,0.014440726488828659,-0.10382107645273209,0.0048300726339221,-11.117175102233887,0,0,55.383392333984375,1,1,998,998
IMU,54641631,0.05669203773140907,-0.09392265975475311,0.04489182308316231,-0.31198859214782715,0.06811301410198212,-11.118427276611328,0,0,55.38602066040039,1,1,998,998
IMU,54681553,0.09034225344657898,-0.0901244729757309,0.03575800731778145,-0.17181268334388733,0.00896516628563404,-10.946622848510742,0,0,55.38969039916992,1,1,998,998
IMU,54721463,0.0016820809105411172,-0.0907568484544754,0.02714022621512413,-0.3389211595058441,-0.10622843354940414,-10.869192123413086,0,0,55.392921447753906,1,1,998,998
IMU,54762261,0.01575780101120472,-0.04367386922240257,-0.0128703061491251,-0.32234618067741394,-0.10922982543706894,-11.221854209899902,0,0,55.396018981933594,1,1,998,998
IMU,54802231,0.040365904569625854,-0.008199455216526985,-0.03167189285159111,-0.18561168015003204,0.014525373466312885,-11.319768905639648,0,0,55.39949417114258,1,1,998,998
IMU,54842735,0.0693642795085907,0.012997275218367577,-0.009569037705659866,-0.21299433708190918,-0.21110351383686066,-11.05726432800293,0,0,55.40262985229492,1,1,998,998
IMU,54882523,0.07495784759521484,-0.027986016124486923,-0.010839848779141903,-0.19886288046836853,-0.08253645896911621,-10.804377555847168,0,0,55.40550994873047,1,1,998,998
IMU,54922558,0.043841615319252014,-0.03953867405653,0.03768535703420639,-0.2321692556142807,-0.07822592556476593,-10.812925338745117,0,0,55.40778350830078,1,1,998,998
IMU,54962764,0.10542543977499008,-0.012013329192996025,0.012655094265937805,-0.3107541799545288,-0.18552929162979126,-10.743193626403809,0,0,55.41035842895508,1,1,998,998
IMU,55003108,0.02316213957965374,0.0006844982272014022,-0.03648100048303604,-0.30304330587387085,-0.22319620847702026,-10.875741958618164,0,0,55.41236114501953,1,1,998,998
IMU,55043461,-0.008131498470902443,-0.006571898236870766,-0.06907840073108673,-0.3107520043849945,-0.0445723719894886,-10.865553855895996,0,0,55.413368225097656,1,1,998,998
IMU,55084246,0.03963093087077141,-0.06904859840869904,-0.0827627032995224,-0.2786075472831726,-0.26003849506378174,-11.03023910522461,0,0,55.411739349365234,1,1,998,998
IMU,55124148,-0.0025760286953300238,0.006345157045871019,-0.05089976638555527,-0.3234076499938965,-0.11348582804203033,-11.015167236328125,0,0,55.411537170410156,1,1,998,998
IMU,55164743,0.045535698533058167,0.03038972057402134,-0.024625763297080994,-0.30771902203559875,-0.11013011634349823,-11.00418758392334,0,0,55.41134262084961,1,1,998,998
IMU,55204657,0.0062691569328308105,0.061900556087493896,0.014779051765799522,-0.2725275158882141,-0.3001096248626709,-10.76439094543457,0,0,55.41109848022461,1,1,998,998
IMU,55245333,-0.02846391871571541,-0.003868773113936186,-0.00605692807585001,-0.19287103414535522,-0.12266622483730316,-10.706969261169434,0,0,55.41154861450195,1,1,998,998
IMU,55284819,0.0647081807255745,-0.05050112307071686,0.02644502744078636,-0.2062515765428543,0.0010070246644318104,-10.531981468200684,0,0,55.41361999511719,1,1,998,998
IMU,55324739,0.0023591110948473215,-0.07321634143590927,0.04647102579474449,-0.3001948595046997,-0.2863309681415558,-10.542457580566406,0,0,55.41556930541992,1,1,998,998
IMU,55366153,0.03670402243733406,-0.039359744638204575,-0.02962346561253071,-0.3419404923915863,-0.1161232441663742,-10.683740615844727,0,0,55.4187126159668,1,1,998,998
IMU,55406200,-0.008874520659446716,-0.0288121085613966,-0.014088485389947891,-0.2509021759033203,-0.09276223182678223,-10.831365585327148,0,0,55.4215087890625,1,1,998,998
IMU,55446695,0.02483549155294895,0.002347620902583003,-0.0031267825979739428,-0.3516486585140228,-0.21419678628444672,-11.007704734802246,0,0,55.42445373535156,1,1,998,998
IMU,55486736,-0.05822212994098663,0.027274195104837418,0.02810779958963394,-0.28383272886276245,-0.061436429619789124,-11.108710289001465,0,0,55.42607116699219,1,1,998,998
IMU,55526697,-0.05272326618432999,0.03715949133038521,0.03959248960018158,-0.28319650888442993,-0.04674254357814789,-11.13566780090332,0,0,55.427223205566406,1,1,998,998
IMU,55567258,-0.06176971271634102,-0.012323480099439621,0.07352202385663986,-0.28289157152175903,-0.08070307970046997,-11.380118370056152,0,0,55.427947998046875,1,1,998,998
IMU,55607172,-0.1045011430978775,-0.028015395626425743,0.08917543292045593,-0.27458399534225464,-0.06801650673151016,-11.593063354492188,0,0,55.42814254760742,1,1,998,998
IMU,55647758,-0.063530832529068,-0.020193273201584816,0.06164325028657913,-0.24502094089984894,-0.04383853077888489,-11.483708381652832,0,0,55.428340911865234,1,1,998,998
IMU,55687642,-0.03970392048358917,-0.03838035836815834,0.04608471691608429,-0.1908426284790039,0.00947710033506155,-11.303226470947266,0,0,55.42867660522461,1,1,998,998
IMU,55727623,0.003002720419317484,-0.02049284428358078,-0.015853000804781914,-0.2905193269252777,-0.0381634384393692,-10.938934326171875,0,0,55.42869567871094,1,1,998,998
IMU,55767869,-0.025975670665502548,0.004687649663537741,-0.053668051958084106,-0.3062276244163513,-0.048579227179288864,-10.823505401611328,0,0,55.427711486816406,1,1,998,998
IMU,55807755,-0.03351973742246628,0.005424744915217161,-0.027713216841220856,-0.16564388573169708,0.12117987871170044,-10.920154571533203,0,0,55.42820739746094,1,1,998,998
IMU,55848508,-0.049944669008255005,0.049040865153074265,0.015972761437296867,-0.3237670958042145,-0.15598399937152863,-11.028350830078125,0,0,55.42884063720703,1,1,998,998
IMU,55888142,-0.10312556475400925,0.053836315870285034,0.038326531648635864,-0.3130996525287628,0.06425756216049194,-10.796744346618652,0,0,55.428688049316406,1,1,998,998
IMU,55927813,-0.11743634939193726,0.0560116283595562,0.027111558243632317,-0.2591567635536194,-0.02015974558889866,-10.663256645202637,0,0,55.42839050292969,1,1,998,998
IMU,55968376,-0.1486164927482605,0.028084302321076393,0.00688039418309927,-0.2149048000574112,0.03471965715289116,-10.612543106079102,0,0,55.42839050292969,1,1,998,998
IMU,56008320,-0.18403615057468414,0.03216063231229782,-0.012798466719686985,-0.19196802377700806,0.04218967258930206,-10.505913734436035,0,0,55.42839050292969,1,1,998,998
IMU,56049173,-0.17135180532932281,0.031420428305864334,-0.0328320674598217,-0.1771511435508728,-0.0016410010866820812,-10.474077224731445,0,0,55.42839050292969,1,1,998,998
IMU,56089820,-0.21216246485710144,0.0341530367732048,-0.025206662714481354,-0.1474199891090393,0.08025305718183517,-10.574077606201172,0,0,55.42839050292969,1,1,998,998
IMU,56129725,-0.19753485918045044,-0.014411678537726402,-0.03388961777091026,-0.17504441738128662,-0.03397444635629654,-10.632043838500977,0,0,55.42839050292969,1,1,998,998
IMU,56169908,-0.18408989906311035,-0.02461126819252968,0.011239842511713505,-0.1736564040184021,0.07536420971155167,-10.332509994506836,0,0,55.42839050292969,1,1,998,998
IMU,56210192,-0.1337439864873886,0.009525338187813759,0.05261993408203125,-0.2544329762458801,0.14024582505226135,-10.214323997497559,0,0,55.42839050292969,1,1,998,998
IMU,56250620,-0.11182671785354614,0.066526398062706,0.011925775557756424,-0.3014047145843506,-0.14953657984733582,-10.302827835083008,0,0,55.42839050292969,1,1,998,998
IMU,56290534,-0.14599773287773132,0.06659569591283798,-0.035955220460891724,-0.2996268570423126,-0.04733830690383911,-10.122919082641602,0,0,55.42839050292969,1,1,998,998
IMU,56330534,-0.033050939440727234,0.06210858374834061,-0.055902134627103806,-0.20533543825149536,0.09199440479278564,-9.816690444946289,0,0,55.42839050292969,1,1,998,998
IMU,56371746,-0.014827718026936054,0.008418167941272259,-0.018325291574001312,-0.11076009273529053,0.0036573968827724457,-9.534333229064941,0,0,55.42839050292969,1,1,998,998
IMU,56411700,0.06373213231563568,0.028834013268351555,-0.09903872758150101,-0.2400127500295639,-0.08565549552440643,-9.63022232055664,0,0,55.42839050292969,1,1,998,998
IMU,56452278,0.00979938730597496,0.03571882098913193,-0.3180385231971741,-0.27181243896484375,-0.0718512311577797,-9.738537788391113,0,0,55.42839050292969,1,1,998,998
IMU,56492208,0.0811740905046463,0.02405315451323986,-0.559838056564331,-0.2716809809207916,0.008451721630990505,-9.711819648742676,0,0,55.42839050292969,1,1,998,998
IMU,56532204,0.07604462653398514,0.01943371258676052,-0.7117840647697449,-0.1923752874135971,-0.14137627184391022,-9.528764724731445,0,0,55.42839050292969,1,1,998,998
IMU,56573205,0.1270073801279068,0.02292594127357006,-0.7343862056732178,-0.19337834417819977,0.025540398433804512,-9.412572860717773,0,0,55.42839050292969,1,1,998,998
IMU,56612794,0.13041917979717255,0.008658968843519688,-0.7231168746948242,-0.1508720964193344,0.022532103583216667,-9.329719543457031,0,0,55.42839050292969,1,1,998,998
IMU,56653588,0.10439099371433258,0.03619974106550217,-0.8312240839004517,-0.23674172163009644,0.04589034244418144,-9.516616821289062,0,0,55.42839050292969,1,1,998,998
IMU,56693260,0.09438669681549072,0.04743899405002594,-1.0226359367370605,-0.1343563348054886,-0.0871531218290329,-9.433019638061523,0,0,55.42839050292969,1,1,998,998
IMU,56733297,0.042118337005376816,0.0012100613676011562,-1.3078200817108154,-0.12269610166549683,0.02012447640299797,-9.211627960205078,0,0,55.42839050292969,1,1,998,998
IMU,56774116,0.09081021696329117,0.01297661755234003,-1.6387161016464233,-0.3256138563156128,-0.07016558945178986,-9.051445007324219,0,0,55.42839050292969,1,1,998,998
IMU,56813811,0.03974178805947304,0.05747392401099205,-1.7816845178604126,-0.2700648009777069,0.020874876528978348,-8.809917449951172,0,0,55.42839050292969,1,1,998,998
IMU,56854632,0.0955660492181778,0.06519358605146408,-1.7797714471817017,-0.2571496367454529,0.07718139886856079,-8.753377914428711,0,0,55.42839050292969,1,1,998,998
IMU,56894837,0.006940850056707859,0.084182009100914,-1.6766080856323242,-0.2518661618232727,-0.06275051832199097,-8.752175331115723,0,0,55.42839050292969,1,1,998,998
IMU,56934875,-0.007354029454290867,0.0726785883307457,-1.5648703575134277,-0.19705216586589813,0.03948396071791649,-8.41594123840332,0,0,55.42839050292969,1,1,998,998
IMU,56976144,0.04131190851330757,0.03367280960083008,-1.4920682907104492,-0.23566697537899017,0.04138738289475441,-8.403769493103027,0,0,55.42839050292969,1,1,998,998
IMU,57016129,0.12254957854747772,-0.022965360432863235,-1.4872357845306396,-0.1058124229311943,0.23248353600502014,-8.483814239501953,0,0,55.42839050292969,1,1,998,998
IMU,57056689,0.16596809029579163,-0.03466445952653885,-1.5393717288970947,-0.21391326189041138,-0.04946194589138031,-8.463539123535156,0,0,55.42839050292969,1,1,998,998
IMU,57097545,0.04385807737708092,0.005097069777548313,-1.6221660375595093,-0.4106782078742981,-0.06564945727586746,-8.753711700439453,0,0,55.42839050292969,1,1,998,998
IMU,57137384,0.08376586437225342,0.017324097454547882,-1.6395409107208252,-0.14924505352973938,0.1866646558046341,-9.031824111938477,0,0,55.42839050292969,1,1,998,998
IMU,57178500,-0.01084283459931612,-0.03757515922188759,-1.5098443031311035,-0.2818121910095215,0.08330576866865158,-8.896020889282227,0,0,55.42839050292969,1,1,998,998
IMU,57218365,0.0033325040712952614,-0.03321666270494461,-1.5404154062271118,-0.19344113767147064,-0.1286892145872116,-9.279240608215332,0,0,55.42839050292969,1,1,998,998
IMU,57259127,-0.026416761800646782,-0.07282980531454086,-1.5711230039596558,-0.2643721401691437,0.08821434527635574,-9.652713775634766,0,0,55.42839050292969,1,1,998,998
IMU,57298795,-0.08156187832355499,-0.021166082471609116,-1.514816403388977,-0.2770152688026428,0.15590664744377136,-9.951070785522461,0,0,55.42839050292969,1,1,998,998
IMU,57338862,0.008403563871979713,0.034102074801921844,-1.5306929349899292,-0.1449907422065735,0.005692262202501297,-9.4144926071167,0,0,55.42839050292969,1,1,998,998
IMU,57380300,-0.13197077810764313,-0.08188226819038391,-1.4949488639831543,-0.02790992334485054,0.014389828778803349,-9.381256103515625,0,0,55.42839050292969,1,1,998,998
IMU,57420285,-0.05118267983198166,-0.07313640415668488,-1.482157826423645,-0.1814669817686081,0.043612875044345856,-9.10937786102295,0,0,55.42839050292969,1,1,998,998
IMU,57460826,-0.029055403545498848,-0.1015709713101387,-1.5002753734588623,-0.1491742730140686,-0.029147569090127945,-9.258234024047852,0,0,55.42839050292969,1,1,998,998
IMU,57501168,-0.14677923917770386,-0.030341288074851036,-1.5300934314727783,-0.19262456893920898,-0.11539506167173386,-9.546429634094238,0,0,55.42839050292969,1,1,998,998
IMU,57541072,-0.06526704132556915,-0.026161864399909973,-1.5441148281097412,-0.12346665561199188,0.002835552440956235,-9.710765838623047,0,0,55.42839050292969,1,1,998,998
IMU,57581711,-0.14293092489242554,-0.015735039487481117,-1.4851140975952148,-0.1422065645456314,0.06839427351951599,-9.562744140625,0,0,55.42839050292969,1,1,998,998
IMU,57621732,-0.11138388514518738,-0.029732955619692802,-1.4460407495498657,-0.2775883674621582,-0.14346811175346375,-9.444144248962402,0,0,55.42839050292969,1,1,998,998
IMU,57662567,-0.0761951357126236,-0.028950216248631477,-1.4190590381622314,-0.14794248342514038,0.02756440080702305,-9.146296501159668,0,0,55.42839050292969,1,1,998,998
IMU,57702493,-0.04043848440051079,-0.043292444199323654,-1.3599066734313965,-0.1687309741973877,-0.1397496461868286,-9.290250778198242,0,0,55.42839050292969,1,1,998,998
IMU,57742422,-0.04831339418888092,-0.05323924869298935,-1.409605622291565,-0.2479962408542633,-0.15449118614196777,-9.571732521057129,0,0,55.42839050292969,1,1,998,998
IMU,57783195,-0.059476982802152634,-0.006333185825496912,-1.4114789962768555,-0.2808449864387512,-0.02329433709383011,-9.747891426086426,0,0,55.42839050292969,1,1,998,998
IMU,57823108,-0.06162526458501816,-0.03998258337378502,-1.2919447422027588,-0.08697494119405746,-0.033773794770240784,-9.58458423614502,0,0,55.42839050292969,1,1,998,998
IMU,57863575,0.09659706801176071,-0.1621553599834442,-1.3003778457641602,-0.07472678273916245,-0.11690840125083923,-9.3130464553833,0,0,55.42839050292969,1,1,998,998
IMU,57903496,0.06934372335672379,-0.2827067971229553,-1.4467333555221558,-0.22331850230693817,-0.1142144426703453,-9.17870807647705,0,0,55.42839050292969,1,1,998,998
IMU,57943581,0.06663831323385239,-0.3436412215232849,-1.5988194942474365,-0.18627068400382996,-0.38258472084999084,-8.939474105834961,0,0,55.42839050292969,1,1,998,998
IMU,57984461,0.0972423329949379,-0.4471006989479065,-1.5909538269042969,-0.0030840374529361725,-0.02577921375632286,-8.675018310546875,0,0,55.42839050292969,1,1,998,998
IMU,58024400,0.03101322054862976,-0.6374204158782959,-1.38850736618042,-0.07411576062440872,-0.07146302610635757,-8.699708938598633,0,0,55.42839050292969,1,1,998,998
IMU,58065147,0.013895291835069656,-0.6901280879974365,-1.1920005083084106,-0.13993187248706818,-0.2039007991552353,-9.042699813842773,0,0,55.42839050292969,1,1,998,998
IMU,58106089,-0.03123464435338974,-0.7595580816268921,-1.091641902923584,-0.014859471470117569,-0.17942824959754944,-9.163938522338867,0,0,55.42839050292969,1,1,998,998
IMU,58146062,0.03220903500914574,-0.7793692946434021,-1.0931291580200195,-0.1587240993976593,-0.1212051659822464,-9.025777816772461,0,0,55.42839050292969,1,1,998,998
IMU,58187138,0.06295128166675568,-0.9305448532104492,-1.133995771408081,-0.14981739223003387,-0.34545838832855225,-9.138882637023926,0,0,55.42839050292969,1,1,998,998
IMU,58227077,-0.14713157713413239,-0.818505585193634,-1.1376774311065674,-0.29843801259994507,-0.46862906217575073,-9.366462707519531,0,0,55.42839050292969,1,1,998,998
IMU,58267737,-0.16513773798942566,-0.5491407513618469,-1.1602126359939575,-0.388574481010437,-0.16493719816207886,-9.404104232788086,0,0,55.42839050292969,1,1,998,998
IMU,58307780,-0.11545529961585999,-0.36138030886650085,-1.0298776626586914,-0.16945844888687134,-0.05244790390133858,-9.18403148651123,0,0,55.42839050292969,1,1,998,998
IMU,58347722,-0.21860532462596893,-0.3174985349178314,-0.8752540349960327,-0.104355089366436,-0.37215253710746765,-9.141898155212402,0,0,55.42839050292969,1,1,998,998
IMU,58388832,-0.34757572412490845,-0.361576646566391,-0.8676150441169739,-0.19057562947273254,-0.3635334372520447,-9.283474922180176,0,0,55.42839050292969,1,1,998,998
IMU,58428762,-0.41048917174339294,-0.271036297082901,-0.9085922837257385,-0.22019226849079132,-0.16353584825992584,-9.757148742675781,0,0,55.42839050292969,1,1,998,998
IMU,58469666,-0.34802019596099854,-0.1879308968782425,-0.9785701036453247,-0.2429373562335968,-0.41372931003570557,-10.130162239074707,0,0,55.42839050292969,1,1,998,998
IMU,58509217,-0.3652711510658264,-0.057685647159814835,-0.9764874577522278,-0.3013521432876587,-0.34645920991897583,-10.022119522094727,0,0,55.42839050292969,1,1,998,998
IMU,58549183,-0.4230860471725464,-0.10375547409057617,-0.8502234816551208,-0.09017079323530197,-0.29312261939048767,-9.745800018310547,0,0,55.42839050292969,1,1,998,998
IMU,58590235,-0.3471097946166992,-0.10190901160240173,-0.6899006366729736,-0.05618060380220413,-0.16387072205543518,-9.716886520385742,0,0,55.42839050292969,1,1,998,998
IMU,58630240,-0.20239704847335815,-0.08205238729715347,-0.4691220819950104,-0.1681918501853943,-0.37396079301834106,-9.53032398223877,0,0,55.42839050292969,1,1,998,998
IMU,58670777,-0.18426991999149323,-0.04097159951925278,-0.25147712230682373,-0.08736507594585419,-0.336672842502594,-9.37404727935791,0,0,55.42839050292969,1,1,998,998
IMU,58711160,-0.14406977593898773,-0.038819827139377594,-0.11056863516569138,-0.06132212281227112,-0.40397220849990845,-9.15878677368164,0,0,55.42839050292969,1,1,998,998
IMU,58750875,-0.21323736011981964,-0.024882685393095016,-0.047966524958610535,-0.39827868342399597,-0.39638108015060425,-9.07199478149414,0,0,55.42839050292969,1,1,998,998
IMU,58792199,-0.15286962687969208,0.08256597816944122,-0.12974853813648224,-0.30462193489074707,-0.45451873540878296,-8.90910816192627,0,0,55.42839050292969,1,1,998,998
IMU,58832073,-0.14802449941635132,0.1072167232632637,-0.24291588366031647,-0.35387393832206726,-0.38798996806144714,-8.714361190795898,0,0,55.42839050292969,1,1,998,998
IMU,58872652,-0.13224834203720093,0.0437113419175148,-0.30111533403396606,-0.2510446608066559,-0.4665880799293518,-8.48205852508545,0,0,55.42839050292969,1,1,998,998
IMU,58912796,-0.19117730855941772,-0.054455261677503586,-0.280259907245636,-0.40885505080223083,-0.46075087785720825,-8.638455390930176,0,0,55.42839050292969,1,1,998,998
IMU,58953106,-0.24734757840633392,-0.07646853476762772,-0.15352827310562134,-0.3223815858364105,-0.43394559621810913,-8.47305679321289,0,0,55.42839050292969,1,1,998,998
IMU,58993681,-0.3135377764701843,-0.04641200229525566,0.00853981263935566,-0.40418195724487305,-0.4428843855857849,-8.617399215698242,0,0,55.42839050292969,1,1,998,998
IMU,59033619,-0.2657317817211151,0.07669643312692642,0.0881616547703743,-0.46855783462524414,-0.3933563232421875,-8.610418319702148,0,0,55.42839050292969,1,1,998,998
IMU,59074332,-0.21976599097251892,0.028179503977298737,0.0548623651266098,-0.16821782290935516,-0.37428826093673706,-8.772710800170898,0,0,55.42839050292969,1,1,998,998
IMU,59115198,-0.34435325860977173,-0.056637756526470184,-0.1277414709329605,-0.4485800564289093,-0.6696732640266418,-9.886178970336914,0,0,55.42839050292969,1,1,998,998
IMU,59154796,-0.4493368864059448,0.014293976128101349,-0.3401060402393341,-0.6787951588630676,-0.5505182147026062,-10.722761154174805,0,0,55.42839050292969,1,1,998,998
IMU,59196064,-0.33183032274246216,0.15809747576713562,-0.4341645836830139,-0.5671880841255188,-0.1850069761276245,-10.611907005310059,0,0,55.42839050292969,1,1,998,998
IMU,59235827,0.004485070705413818,0.06930571794509888,-0.31112655997276306,-0.22858229279518127,-0.24525964260101318,-9.558748245239258,0,0,55.42839050292969,1,1,998,998
IMU,59276769,0.1316361427307129,-0.018322084099054337,-0.08748675882816315,-0.34507548809051514,-0.29976242780685425,-8.840776443481445,0,0,55.42839050292969,1,1,998,998
IMU,59317102,0.04103944078087807,0.035714808851480484,-0.018983451649546623,-0.7883089780807495,-0.7129333019256592,-8.996932983398438,0,0,55.42839050292969,1,1,998,998
IMU,59357084,-0.10035355389118195,0.27837836742401123,-0.04907748103141785,-0.7621806859970093,-0.3928591012954712,-9.335897445678711,0,0,55.42839050292969,1,1,998,998
IMU,59398504,-0.059092529118061066,0.5019823312759399,-0.025066182017326355,-0.6262490749359131,-0.20648351311683655,-9.152328491210938,0,0,55.42839050292969,1,1,998,998
IMU,59438404,0.06706357002258301,0.47853872179985046,0.016543108969926834,-0.513123631477356,-0.35480669140815735,-8.77831745147705,0,0,55.42839050292969,1,1,998,998
IMU,59479281,0.034425102174282074,0.42372575402259827,0.0010399328311905265,-0.6322688460350037,-0.45523935556411743,-8.870134353637695,0,0,55.42839050292969,1,1,998,998
IMU,59518796,-0.1057797521352768,0.5416632890701294,-0.013285087421536446,-0.8223327398300171,-0.552486002445221,-9.295685768127441,0,0,55.42839050292969,1,1,998,998
IMU,59558876,-0.06614198535680771,0.708304762840271,-0.02643553912639618,-0.7252923846244812,-0.24285566806793213,-9.446123123168945,0,0,55.42839050292969,1,1,998,998
IMU,59600082,0.06938034296035767,0.7412156462669373,0.0019803724717348814,-0.6982110738754272,-0.3189769685268402,-9.559957504272461,0,0,55.42839050292969,1,1,998,998
IMU,59639806,0.09189362078905106,0.8173068165779114,0.009113792330026627,-0.8257729411125183,-0.44599470496177673,-9.75826644897461,0,0,55.42839050292969,1,1,998,998
IMU,59680558,0.06593310832977295,0.7140655517578125,-0.012296624481678009,-0.6816923022270203,-0.4183496832847595,-9.889547348022461,0,0,55.429683685302734,1,1,998,998
IMU,59720738,0.011085777543485165,0.6190860867500305,0.03176377713680267,-0.5785890817642212,-0.23192501068115234,-9.575241088867188,0,0,55.43631362915039,1,1,998,998
IMU,59760859,0.14238323271274567,0.44744497537612915,0.011936480179429054,-0.5409053564071655,-0.25380009412765503,-9.424456596374512,0,0,55.447349548339844,1,1,998,998
IMU,59801415,0.11988505721092224,0.33485880494117737,-0.04592607170343399,-0.5874379873275757,-0.48154783248901367,-9.12614917755127,0,0,55.46199417114258,1,1,998,998
IMU,59841428,-0.041102971881628036,0.23224741220474243,-0.13355615735054016,-0.6027898192405701,-0.5408815145492554,-9.160148620605469,0,0,55.47685241699219,1,1,998,998
IMU,59882058,-0.040829166769981384,0.2685869336128235,-0.1763516664505005,-0.7700013518333435,-0.21630141139030457,-9.830679893493652,0,0,55.49105453491211,1,1,998,998
